,cust_number,name_customer,invoice_id,total_open_amount,due_in_date,clear_date
28743,0200519201,KROGE corp,1930828957.0,197963.27,2020-05-13,2020-05-21
22620,0200744019,TARG corp,1930830914.0,3517.12,2020-05-13,2020-05-16
39601,0200769623,WAL-MAR systems,1930831408.0,36648.88,2020-05-13,2020-05-19
14609,0200769623,WAL-MAR us,1930829505.0,12770.01,2020-05-13,2020-05-19
23691,0200726979,BJ'S  systems,1930833041.0,24918.62,2020-05-13,2020-05-19
39654,0200778870,C corp,1930832619.0,6730.5,2020-05-13,2020-05-16
49530,0200786288,FAMILY associates,1930827279.0,13664.98,2020-05-13,2020-05-19
29353,0200424504,M  corp,1930828851.0,5516.12,2020-05-15,2020-05-18
14678,0200769623,WAL-MAR corp,1930832229.0,44017.6,2020-05-13,2020-05-19
27826,0200769623,WAL-MAR trust,1930831165.0,34674.8,2020-05-13,2020-05-19
39679,0200772670,ASSOCIAT corp,1930832547.0,12736.89,2020-05-13,2020-05-19
41251,0200705742,DOT trust,1930834174.0,31856.58,2020-05-18,2020-05-24
22697,0200726979,BJ'S  corporation,1930831074.0,321.53,2020-05-13,2020-05-24
28538,0200793513,KROGER trust,1930834454.0,94251.1,2020-05-13,2020-05-17
5331,0200712105,WALG trust,1930837847.0,5365.1,2020-05-13,2020-05-16
13303,0200186937,SYSC trust,1930834306.0,21930.44,2020-05-13,2020-05-19
4912,0140104429,COSTCO ,2960631127.0,41740.37,2020-05-16,2020-05-23
427,0200769623,WAL-MAR foundation,1930829788.0,661.11,2020-05-13,2020-05-14
49601,0200769623,WAL-MAR corp,1930828530.0,24294.26,2020-05-13,2020-05-19
41313,0200758531,BRENH llc,1930831641.0,24933.39,2020-05-13,2020-05-19
5302,0200920735,ALBERT llc,1930832216.0,54825.62,2020-05-13,2020-05-19
11375,0200776463,KROGE in,1930832749.0,80775.88,2020-05-13,2020-05-18
38330,0200799367,MCL corporation,1930828868.0,45790.36,2020-05-13,2020-05-19
6095,0200769623,WAL-MAR trust,1930832052.0,32425.09,2020-05-13,2020-05-19
12380,0200769623,WAL-MAR foundation,1930832754.0,39820.52,2020-05-13,2020-05-19
38006,0200769623,WAL-MAR foundation,1930833002.0,22767.3,2020-05-13,2020-05-19
15516,0200762301,C&S WH co,1930832188.0,16250.79,2020-05-13,2020-05-19
22532,0200769623,WAL-MAR ,1930829376.0,661.11,2020-05-13,2020-05-14
12521,0200707822,PUBLI us,1930833246.0,38465.28,2020-05-13,2020-05-19
1726,0200769623,WAL-MAR us,1930832319.0,721.83,2020-05-13,2020-05-14
45610,0200799180,CHEN co,1930832077.0,33745.05,2020-05-18,2020-05-24
14368,0200759878,SA trust,1930830704.0,14784.11,2020-05-13,2020-05-19
11106,0200769623,WAL-MAR us,1930827983.0,44684.69,2020-05-13,2020-05-19
45611,0200749782,KROG llc,1930829677.0,11508.27,2020-05-13,2020-05-19
26604,0140104423,METRO  corp,2960629797.0,143564.9,2020-05-10,2020-05-14
33024,200769623,WAL-MAR corporation,1930832034.0,5234.85,2020-05-13,2020-05-16
5517,0200229974,DARDEN D associates,1930810423.0,6377.06,2020-05-13,2020-05-16
38207,0200458131,TIMES co,1930810038.0,1914.36,2020-05-13,2020-05-14
29476,0200762301,C&S WH ,1930829804.0,5283.98,2020-05-13,2020-05-16
48719,0200769623,WAL-MAR associates,1930831067.0,36629.44,2020-05-13,2020-05-19
49411,0200769623,WAL-MAR associates,1930826779.0,6251.42,2020-05-13,2020-05-16
12711,0200793568,SUPE co,1930828683.0,21731.46,2020-05-13,2020-05-19
15172,0200732755,KROGER trust,1930831757.0,54125.33,2020-05-13,2020-05-19
37205,0140104409,LOB ,2960630692.0,6794.85,2020-05-17,2020-05-24
12813,0200794332,COST us,1930831521.0,8834.86,2020-05-13,2020-05-13
5012,0200705742,DOT llc,1930833862.0,666.41,2020-06-01,2020-06-02
40268,0200424504,M  corporation,1930829958.0,4911.86,2020-05-15,2020-05-18
32080,0200744019,TARG trust,1930830240.0,36971.22,2020-05-13,2020-05-19
47172,0200786288,FAMILY ,1930828787.0,12993.99,2020-05-13,2020-05-19
7716,0200458131,TIMES ,1930810035.0,5790.5,2020-05-13,2020-05-16
21714,0200777735,NASH  trust,1930832733.0,89398.42,2020-05-13,2020-05-17
7540,0200749782,KROG llc,1930829677.0,11508.27,2020-05-13,2020-05-19
43556,0140104225,SAVE-ON- trust,2960631426.0,9550.46,2020-05-08,2020-05-15
36523,0200762301,C&S WH ,1930832789.0,49245.61,2020-05-13,2020-05-19
17588,0200726979,BJ'S  associates,1930831700.0,892.68,2020-05-13,2020-05-14
33316,0200707822,PUBLI llc,1930828931.0,146644.34,2020-05-13,2020-05-21
43115,0200424504,M  associates,1930828847.0,30359.32,2020-05-15,2020-05-21
35027,0200779906,BOZZU trust,1930831704.0,8230.87,2020-05-13,2020-05-16
43894,0200769623,WAL-MAR us,1930832711.0,22505.1,2020-05-13,2020-05-19
46688,200769623,WAL-MAR corporation,1930832034.0,5234.85,2020-05-13,2020-05-16
3489,0200769623,WAL-MAR associates,1930837716.0,20889.65,2020-05-13,2020-05-19
19214,0200750051,ALBER ,1930833750.0,67740.99,2020-05-13,2020-05-18
9973,0200793568,SUPE ,1930828681.0,11063.02,2020-05-13,2020-05-19
47796,0200779051,AFFILI corp,1930834069.0,92733.05,2020-05-13,2020-05-17
17646,0200148860,DOLLA co,1930837975.0,13402.75,2020-05-13,2020-05-19
7090,0200769623,WAL-MAR trust,1930829099.0,3604.34,2020-05-13,2020-05-16
43330,0200794332,COST associates,1930823594.0,14772.55,2020-05-13,2020-05-19
17049,0200780383,MEIJ in,1930833311.0,61200.8,2020-05-13,2020-05-17
19725,0200769623,WAL-MAR foundation,1930832053.0,33022.91,2020-05-13,2020-05-19
31251,0200769623,WAL-MAR corp,1930832236.0,2865.25,2020-05-13,2020-05-16
35756,0200707005,KING S ,1930828112.0,46022.38,2020-05-13,2020-05-19
4140,0200704045,RA systems,1930830453.0,6249.18,2020-05-13,2020-05-16
34196,0200769623,WAL-MAR us,1930829437.0,6194.33,2020-05-13,2020-05-16
24964,0200707005,KING S ,1930828112.0,46022.38,2020-05-13,2020-05-19
30022,0200769623,WAL-MAR trust,1930832917.0,2577.1,2020-05-13,2020-05-16
18494,0200769623,WAL-MAR in,1930829783.0,9208.77,2020-05-13,2020-05-19
8244,0200769623,WAL-MAR trust,1930827984.0,271.17,2020-05-13,2020-05-24
19334,0200769623,WAL-MAR co,1930832999.0,30385.66,2020-05-13,2020-05-19
21097,0200799367,MCL in,1930829459.0,63475.54,2020-05-13,2020-05-18
25969,0200769623,WAL-MAR systems,1930831214.0,22781.21,2020-05-13,2020-05-19
21824,0200769623,WAL-MAR us,1930826859.0,13230.43,2020-05-13,2020-05-19
25610,0200820380,SMITH'S in,1930832805.0,89544.68,2020-05-13,2020-05-17
36363,0200799180,CHEN co,1930810937.0,16388.4,2020-05-18,2020-05-24
19879,0200435191,C& llc,1930809968.0,88779.91,2020-05-13,2020-05-17
6842,0200762301,C&S WH llc,1930838107.0,52234.52,2020-05-13,2020-05-19
44304,0200762301,C&S WH corporation,1930829830.0,131807.53,2020-05-13,2020-05-21
33194,0200744019,TARG in,1930828175.0,9234.31,2020-05-13,2020-05-19
44179,0200769623,WAL-MAR co,1930832435.0,23767.13,2020-05-13,2020-05-19
2342,0200776463,KROGE ,1930832750.0,127340.53,2020-05-13,2020-05-21
29855,0200759878,SA systems,1930832973.0,39389.45,2020-05-13,2020-05-19
31302,0200769623,WAL-MAR in,1930830442.0,7589.54,2020-05-13,2020-05-16
44599,0200759082,INGL us,1930832211.0,29463.04,2020-05-13,2020-05-19
33834,0200744019,TARG us,1930830244.0,8162.45,2020-05-13,2020-05-16
35915,0140104440,SO co,2960631900.0,245022.01,2020-05-09,2020-05-13
23913,0200759878,SA trust,1930827960.0,21814.03,2020-05-13,2020-05-19
42114,0200762301,C&S WH ,1930829897.0,9133.57,2020-05-13,2020-05-19
6525,0200765011,MAINES co,1930833826.0,16099.2,2020-05-13,2020-05-19
17841,0200458131,TIMES systems,1930810023.0,6142.39,2020-05-13,2020-05-16
21045,0200769623,WAL-MAR systems,1930830268.0,59176.75,2020-05-13,2020-05-17
47543,0200772670,ASSOCIAT co,1930832729.0,21069.98,2020-05-13,2020-05-19
10121,0200772670,ASSOCIAT associates,1930833408.0,63683.95,2020-05-13,2020-05-18
21486,0200337148,COAS corporation,1930834458.0,78808.74,2020-05-13,2020-05-18
1809,0200769623,WAL-MAR ,1930831144.0,2531.61,2020-05-13,2020-05-16
21487,0140104423,METRO  associates,2960629789.0,202994.47,2020-05-10,2020-05-14
31305,0200726979,BJ'S  llc,1930828861.0,1000.64,2020-05-13,2020-05-14
33399,0200799367,MCL us,1930831032.0,60334.13,2020-05-13,2020-05-17
35264,0200794332,COST foundation,1930829166.0,16969.32,2020-05-13,2020-05-19
18230,0200424504,M  foundation,1930828691.0,165.74,2020-05-15,2020-05-25
1957,200769623,WAL-MAR ,1930832041.0,14243.89,2020-05-13,2020-05-19
30851,0200726979,BJ'S  corp,1930830687.0,431.34,2020-05-13,2020-05-15
35450,0200777735,NASH  llc,1930831551.0,62979.44,2020-05-13,2020-05-18
6678,0200797984,PIGGLY systems,1930827472.0,16208.15,2020-05-13,2020-05-19
25161,0200769623,WAL-MAR trust,1930828141.0,27146.06,2020-05-13,2020-05-19
20501,0200794332,COST corp,1930822772.0,14204.38,2020-05-13,2020-05-19
33536,140105686,SYSC llc,2960631339.0,1273.6,2020-05-15,2020-05-22
45131,0200769623,WAL-MAR ,1930827281.0,30991.44,2020-05-13,2020-05-19
6922,0200747369,SCHNU in,1930837426.0,55524.48,2020-05-13,2020-05-19
34292,0200936373,SUPE ,1930834042.0,22131.5,2020-05-14,2020-05-20
32415,0200769623,WAL-MAR in,1930832737.0,7798.57,2020-05-14,2020-05-17
35964,0200769623,WAL-MAR in,1930837325.0,28137.13,2020-05-14,2020-05-20
6422,0200744019,TARG us,1930832969.0,15386.45,2020-05-14,2020-05-20
12100,0200769623,WAL-MAR foundation,1930837797.0,29489.9,2020-05-14,2020-05-20
33329,0200744019,TARG us,1930834232.0,31638.8,2020-05-14,2020-05-20
43181,0200726979,BJ'S  associates,1930833430.0,253.84,2020-05-14,2020-05-25
35851,0200759878,SA llc,1930837667.0,79852.99,2020-05-14,2020-05-19
35958,0140106372,G T  associates,2960630737.0,101149.86,2020-05-11,2020-05-11
26322,200714710,SYSCO  llc,1930839339.0,22400.87,2020-05-14,2020-05-20
16577,0200769623,WAL-MAR corp,1930835477.0,20468.74,2020-05-14,2020-05-20
15686,0200769623,WAL-MAR us,1930837468.0,996.04,2020-05-14,2020-05-15
21042,0200795490,HY -  co,1930842103.0,42785.66,2020-05-14,2020-05-20
37879,0200726979,BJ'S  llc,1930841967.0,575.37,2020-05-14,2020-05-15
588,0200726979,BJ'S  associates,1930842281.0,575.37,2020-05-14,2020-05-15
45860,0200592182,DECA corporation,1930838806.0,5904.16,2020-04-26,2020-04-28
44130,0200769623,WAL-MAR associates,1930832606.0,38094.22,2020-05-14,2020-05-20
9613,0140106408,WAL-M foundation,2960630735.0,53073.37,2020-05-10,2020-05-12
22024,0200706844,WINC corporation,1930831759.0,1134.6,2020-05-14,2020-05-15
17218,0200769623,WAL-MAR in,1930832328.0,19884.94,2020-05-14,2020-05-20
3424,0200781803,JRD corp,1930837819.0,10119.67,2020-05-14,2020-05-20
48444,0200726979,BJ'S  llc,1930831680.0,892.68,2020-05-14,2020-05-15
39909,0200760666,KEHE  us,1930831021.0,6064.48,2020-05-14,2020-05-17
2048,0200762301,C&S WH corp,1930832101.0,14332.84,2020-05-14,2020-05-20
22019,0200759878,SA associates,1930826981.0,14818.32,2020-05-14,2020-05-20
42333,200943275,US  us,1930839403.0,49425.86,2020-05-14,2020-05-20
29774,0200793568,SUPE systems,1930837860.0,58548.21,2020-05-14,2020-05-18
4336,0100056054,ACTIVE M corporation,2960630732.0,6784.5,2020-05-15,2020-05-22
37631,200769623,WAL-MAR co,1930834527.0,20931.93,2020-05-14,2020-05-20
469,0200707822,PUBLI in,1930837535.0,79612.46,2020-05-14,2020-05-19
2340,0200726979,BJ'S  associates,1930833430.0,253.84,2020-05-14,2020-05-25
25172,0200762301,C&S WH llc,1930828797.0,21971.32,2020-05-14,2020-05-20
30645,200781831,RITE corp,1930841990.0,58959.1,2020-05-14,2020-05-18
22281,200780383,MEIJ in,1930840860.0,18480.19,2020-05-14,2020-05-20
16231,0200744019,TARG ,1930831573.0,3076.42,2020-05-14,2020-05-17
48337,0200777735,NASH  corp,1930834508.0,47093.5,2020-05-14,2020-05-20
20961,0200148860,DOLLA corp,1930829187.0,63444.03,2020-05-14,2020-05-19
33365,0200780383,MEIJ ,1930837670.0,25455.14,2020-05-14,2020-05-20
37446,0200762301,C&S WH systems,1930834010.0,56259.07,2020-05-14,2020-05-20
16032,0200769623,WAL-MAR ,1930837733.0,5957.66,2020-05-14,2020-05-17
8330,0200793513,KROGER trust,1930838122.0,46335.39,2020-05-14,2020-05-20
2228,0200759878,SA trust,1930829895.0,39589.42,2020-05-14,2020-05-20
29872,0200706844,WINC in,1930835885.0,36441.03,2020-05-14,2020-05-20
26990,0200741174,M B  corporation,1930829893.0,23483.58,2020-05-14,2020-05-20
31610,0200762301,C&S WH corp,1930828891.0,21021.43,2020-05-14,2020-05-20
19511,0200759878,SA corp,1930829221.0,14070.44,2020-05-14,2020-05-20
40858,0200726979,BJ'S  us,1930832833.0,679.11,2020-05-14,2020-05-15
45405,0200759878,SA us,1930829734.0,14962.21,2020-05-14,2020-05-20
10093,0200711029,WEGMAN ,1930838605.0,84393.49,2020-05-14,2020-05-18
45376,0200759878,SA ,1930829896.0,9357.23,2020-05-14,2020-05-20
4999,0200331749,SYSC foundation,1930839710.0,1241.42,2020-05-14,2020-05-15
32966,0200078795,H T H in,1930838800.0,446.41,2020-05-14,2020-05-15
42023,0200762301,C&S WH foundation,1930842539.0,58611.77,2020-05-14,2020-05-18
28462,0200707741,SMART &  co,1930838959.0,17261.95,2020-05-14,2020-05-20
41923,0200956366,RICH corporation,1930828204.0,49401.0,2020-05-14,2020-05-20
11487,0200769623,WAL-MAR co,1930834548.0,2209.18,2020-05-14,2020-05-25
32141,0200744019,TARG corp,1930832995.0,16209.21,2020-05-14,2020-05-20
17497,0200769623,WAL-MAR corporation,1930835474.0,47067.99,2020-05-14,2020-05-20
7097,0200726979,BJ'S  corp,1930833368.0,643.05,2020-05-14,2020-05-15
36005,0100031704,DELHAIZE trust,1930829690.0,16000.44,2020-05-14,2020-05-20
36007,0200744019,TARG llc,1930833637.0,38410.28,2020-05-14,2020-05-20
2446,0200785971,SYSCO  foundation,1930839013.0,15215.41,2020-05-14,2020-05-20
24530,0200769623,WAL-MAR corp,1930834134.0,161.84,2020-05-14,2020-05-24
28601,0140104429,COSTCO in,2960632303.0,33394.71,2020-05-11,2020-05-18
15817,0200799367,MCL co,1930838187.0,62751.26,2020-05-14,2020-05-19
8018,0200759878,SA associates,1930827494.0,14350.9,2020-05-14,2020-05-20
12022,0200238407,NAT llc,1930823717.0,6591.27,2020-05-14,2020-05-17
22719,0200726979,BJ'S  in,1930842384.0,443.0,2020-05-14,2020-05-16
4948,0200705742,DOT foundation,1930839240.0,50864.96,2020-05-14,2020-05-20
10374,0200781803,JRD corporation,1930837678.0,22203.01,2020-05-14,2020-05-20
7264,0200519201,KROGE co,1930832566.0,172078.14,2020-05-14,2020-05-22
1184,0200759878,SA foundation,1930834062.0,35569.04,2020-05-14,2020-05-20
27691,0200793568,SUPE in,1930829471.0,114105.89,2020-05-14,2020-05-18
19684,0200794332,COST corp,1930830855.0,32481.88,2020-05-14,2020-05-20
47127,0200769623,WAL-MAR foundation,1930833126.0,2169.37,2020-05-14,2020-05-15
44953,0200726979,BJ'S  associates,1930842900.0,396.73,2020-05-14,2020-05-16
45076,0200726979,BJ'S  in,1930834026.0,892.68,2020-05-14,2020-05-15
1081,0200769623,WAL-MAR corp,1930832570.0,36788.69,2020-05-14,2020-05-20
42168,0200744019,TARG foundation,1930840394.0,18746.1,2020-05-14,2020-05-20
32116,0200759878,SA in,1930826722.0,15079.75,2020-05-14,2020-05-20
33723,0200769623,WAL-MAR foundation,1930833449.0,19805.39,2020-05-14,2020-05-20
28933,0200799367,MCL in,1930825408.0,20988.18,2020-05-14,2020-05-20
41361,0200759878,SA corporation,1930830694.0,29670.45,2020-05-14,2020-05-20
45667,0200794332,COST ,1930829856.0,31488.57,2020-05-14,2020-05-20
35590,0200778998,CE systems,1930830306.0,51888.98,2020-05-14,2020-05-20
45582,200772670,ASSOCIAT corporation,1930841840.0,72576.07,2020-05-14,2020-05-19
29500,0200770677,KRAS us,1930823589.0,23320.35,2020-05-14,2020-05-20
48725,140106408,WAL-M foundation,2960631919.0,2647.2,2020-05-09,2020-05-16
8816,0200769623,WAL-MAR corp,1930833680.0,12267.71,2020-05-14,2020-05-20
18647,0200769623,WAL-MAR in,1930833230.0,40107.32,2020-05-14,2020-05-20
15540,0200965912,C&S W co,1930838235.0,53061.67,2020-05-14,2020-05-20
16702,0200707005,KING S co,1930829891.0,126614.22,2020-05-14,2020-05-22
20449,0200794332,COST ,1930829828.0,100708.55,2020-05-14,2020-05-18
6853,0200762301,C&S WH us,1930842547.0,39724.17,2020-05-14,2020-05-20
6857,0200705372,FR ,1930832292.0,118674.13,2020-05-14,2020-05-18
35348,0200739006,AL systems,1930822663.0,11252.66,2020-05-14,2020-05-20
2663,140106408,WAL-M corporation,2960631826.0,2252.09,2020-05-09,2020-05-16
23761,0200741174,M B  corporation,1930829893.0,23483.58,2020-05-14,2020-05-20
26621,0200762301,C&S WH co,1930829812.0,61946.57,2020-05-14,2020-05-19
39369,0200148860,DOLLA llc,1930837706.0,46893.01,2020-05-14,2020-05-20
18880,0100031704,DELHAIZE in,1930838526.0,55435.98,2020-05-14,2020-05-20
34160,0140104409,LOB trust,2960632005.0,190047.34,2020-05-10,2020-05-14
24079,0200705742,DOT us,1930839044.0,84188.59,2020-05-19,2020-05-23
30415,0200749782,KROG llc,1930833305.0,58411.5,2020-05-14,2020-05-18
33213,0200769623,WAL-MAR us,1930831674.0,10762.29,2020-05-14,2020-05-20
21905,0140104409,LOB us,2960632108.0,169760.91,2020-05-18,2020-05-22
45622,0200776463,KROGE corporation,1930838665.0,70878.87,2020-05-14,2020-05-19
44548,0200769623,WAL-MAR corp,1930834546.0,32.36,2020-05-14,2020-05-24
7495,0200774000,RALEY co,1930837999.0,88008.31,2020-05-14,2020-05-18
8984,0200769623,WAL-MAR foundation,1930842131.0,77.86,2020-05-14,2020-05-24
28008,0100015557,BI llc,1930839219.0,1949.06,2020-07-03,2020-07-04
9291,0200759878,SA systems,1930827004.0,14163.92,2020-05-14,2020-05-20
20022,0200707822,PUBLI associates,1930839405.0,2899.64,2020-05-14,2020-05-17
41577,0200762301,C&S WH systems,1930842533.0,43704.99,2020-05-14,2020-05-20
1578,0200712836,WINKLE foundation,1930833549.0,83807.14,2020-05-14,2020-05-18
771,0200769623,WAL-MAR associates,1930831417.0,13051.6,2020-05-14,2020-05-20
43752,0200769623,WAL-MAR foundation,1930833126.0,2169.37,2020-05-14,2020-05-15
11254,0200793568,SUPE trust,1930833942.0,11537.0,2020-05-14,2020-05-20
38934,0200799367,MCL associates,1930837759.0,38103.84,2020-05-14,2020-05-20
3991,0200769623,WAL-MAR co,1930833226.0,704.55,2020-05-14,2020-05-15
19088,0200794332,COST ,1930829856.0,31488.57,2020-05-14,2020-05-20
1776,0140104409,LOB us,2960630886.0,132627.32,2020-05-09,2020-05-13
34149,0200780383,MEIJ foundation,1930835683.0,62792.81,2020-05-14,2020-05-19
13853,0200794332,COST trust,1930827707.0,2585.85,2020-05-14,2020-05-17
16665,0200769623,WAL-MAR associates,1930832614.0,41423.84,2020-05-14,2020-05-20
20663,0200799538,UNITE corporation,1930838326.0,83844.26,2020-05-14,2020-05-18
13870,0200772670,ASSOCIAT ,1930837928.0,172629.46,2020-05-14,2020-05-22
2595,0100031704,DELHAIZE associates,1930834244.0,128314.43,2020-05-14,2020-05-22
25519,200727272,BROOKS associates,1930843361.0,1441.62,2020-05-15,2020-05-16
11581,0200792293,UNIFIE systems,1930839058.0,658.15,2020-05-15,2020-05-16
24565,0200744019,TARG systems,1930835292.0,9526.38,2020-05-15,2020-05-21
6586,0100030964,NATURA foundation,1930832521.0,13222.0,2020-05-15,2020-05-21
38260,0200769623,WAL-MAR foundation,1930839141.0,13065.2,2020-05-15,2020-05-21
16838,0200418007,AM associates,1930840773.0,27024.87,2020-05-15,2020-05-21
22750,0200780383,MEIJ associates,1930838632.0,51230.57,2020-05-15,2020-05-21
7472,200706844,WINC llc,1930833321.0,39239.76,2020-05-15,2020-05-21
32628,0200705742,DOT llc,1930839574.0,1163.73,2020-06-01,2020-06-02
14648,0200847305,CUSTOM ,1930831579.0,97005.89,2020-05-10,2020-05-14
3115,0200726979,BJ'S  ,1930838543.0,428.71,2020-05-15,2020-05-17
8969,0200769623,WAL-MAR us,1930840977.0,6663.73,2020-05-15,2020-05-18
36351,0200794332,COST us,1930844885.0,22123.94,2020-05-15,2020-05-21
26226,0200230690,DECA in,1930839347.0,7764.71,2020-04-11,2020-04-13
42177,0200762301,C&S WH trust,1930839307.0,64899.39,2020-05-15,2020-05-20
44219,0200920735,ALBERT corporation,1930838583.0,12772.92,2020-05-15,2020-05-21
9911,0200799538,UNITE systems,1930838557.0,63279.02,2020-05-15,2020-05-20
10925,0100036538,DENVER foundation,1930833646.0,2529.0,2020-05-15,2020-05-18
27114,0200152991,JET systems,1930841851.0,1016.15,2020-05-15,2020-05-16
41625,0200794332,COST corp,1930844206.0,7353.28,2020-05-15,2020-05-18
29601,200936373,SUPE us,1930834512.0,99512.2,2020-05-15,2020-05-19
22087,200792293,UNIFIE systems,1930835466.0,36580.43,2020-05-15,2020-05-21
46549,0200418007,AM trust,1930826241.0,5956.8,2020-05-15,2020-05-18
1294,0200794332,COST corp,1930838479.0,23801.46,2020-05-15,2020-05-21
27504,0200726979,BJ'S  ,1930838543.0,428.71,2020-05-15,2020-05-17
4472,200936373,SUPE us,1930834512.0,99512.2,2020-05-15,2020-05-19
46040,0200769623,WAL-MAR trust,1930838174.0,1084.22,2020-05-15,2020-05-16
33170,200792293,UNIFIE co,1930838667.0,117650.42,2020-05-15,2020-05-19
32892,0140104409,LOB llc,2960631944.0,54142.6,2020-05-11,2020-05-13
16183,0200794332,COST ,1930833919.0,40455.53,2020-05-15,2020-05-21
42234,0200769623,WAL-MAR llc,1930842154.0,35658.41,2020-05-15,2020-05-21
12783,0200769623,WAL-MAR ,1930839111.0,21984.22,2020-05-15,2020-05-21
46037,200793568,SUPE llc,1930834248.0,82271.7,2020-05-15,2020-05-17
48333,0100054993,CENTRAL  us,2960632502.0,4600.0,2020-05-11,2020-05-18
7582,0200466603,SMITH'S associates,1930840988.0,112546.67,2020-05-15,2020-05-19
19458,0200707822,PUBLI us,1930843176.0,77603.62,2020-05-15,2020-05-20
45423,0200920735,ALBERT corporation,1930838583.0,12772.92,2020-05-15,2020-05-21
44621,0200704858,WAKE corp,1930838198.0,16230.48,2020-05-15,2020-05-21
36898,0200769623,WAL-MAR co,1930838273.0,8805.45,2020-05-15,2020-05-15
48609,0200769623,WAL-MAR associates,1930834587.0,813.81,2020-05-15,2020-05-16
16238,0140104429,COSTCO associates,2960632025.0,93246.13,2020-05-16,2020-05-16
10169,0200769623,WAL-MAR corporation,1930844796.0,8281.77,2020-05-15,2020-05-18
5811,0200705742,DOT us,1930840007.0,55.06,2020-06-03,2020-06-13
7798,200769623,WAL-MAR corporation,1930838415.0,827.38,2020-05-15,2020-05-16
8415,0200739006,AL llc,1930839215.0,60829.71,2020-05-15,2020-05-19
19681,0200705742,DOT systems,1930842191.0,17730.38,2020-05-15,2020-05-21
27033,0200769623,WAL-MAR llc,1930832472.0,28.88,2020-05-15,2020-05-25
36210,0200769623,WAL-MAR systems,1930839810.0,27395.92,2020-05-15,2020-05-21
11815,0200762301,C&S WH in,1930834418.0,32379.65,2020-05-15,2020-05-21
8409,0200769623,WAL-MAR corporation,1930838391.0,54989.31,2020-05-15,2020-05-21
5845,0200920735,ALBERT foundation,1930842390.0,162223.81,2020-05-15,2020-05-23
9975,0100054993,CENTRAL  us,2960632502.0,4600.0,2020-05-11,2020-05-18
5877,0200769623,WAL-MAR llc,1930842425.0,4341.39,2020-05-15,2020-05-18
7426,0200152991,JET associates,1930838297.0,2761.08,2020-05-15,2020-05-18
9990,0200769623,WAL-MAR trust,1930837589.0,11731.96,2020-05-15,2020-05-21
42229,0140104429,COSTCO co,2960632513.0,94787.14,2020-05-12,2020-05-12
38312,0200704858,WAKE us,1930831563.0,93618.74,2020-05-15,2020-05-19
10265,0200712187,SPAR corp,1930839195.0,4824.66,2020-05-15,2020-05-18
19935,0200769623,WAL-MAR corporation,1930837529.0,12598.82,2020-05-15,2020-05-21
35834,200769623,WAL-MAR llc,1930838957.0,23553.73,2020-05-15,2020-05-21
39182,0100036538,DENVER foundation,1930818195.0,364.1,2020-05-15,2020-05-17
13501,0200744019,TARG co,1930838183.0,41004.13,2020-05-15,2020-05-21
18132,0200769623,WAL-MAR foundation,1930834291.0,9802.64,2020-05-15,2020-05-21
4584,0200769623,WAL-MAR foundation,1930831357.0,12065.34,2020-05-15,2020-05-21
20121,0200762301,C&S WH ,1930830983.0,115369.53,2020-05-15,2020-05-19
21712,200769623,WAL-MAR trust,1930837956.0,27283.36,2020-05-15,2020-05-21
5672,0200790107,ROU trust,1930845470.0,40100.05,2020-05-15,2020-05-21
18160,0200769623,WAL-MAR trust,1930837454.0,1196.68,2020-05-15,2020-05-16
38510,0200762301,C&S WH in,1930838737.0,2073.58,2020-05-15,2020-05-16
13564,100031704,DELHAIZE corp,1930842769.0,76509.27,2020-05-15,2020-05-20
18164,0200705742,DOT associates,1930834177.0,12.42,2020-05-15,2020-05-28
44710,0140104995,MORTON in,2960630748.0,4667.95,2020-05-12,2020-05-19
44504,0200735528,ASSOCIA corp,1930834242.0,133387.5,2020-05-15,2020-05-23
35284,0200762301,C&S WH co,1930834146.0,40841.38,2020-05-15,2020-05-21
630,0200769623,WAL-MAR corp,1930846700.0,47787.14,2020-05-15,2020-05-21
14556,0200762301,C&S WH llc,1930834421.0,8240.65,2020-05-15,2020-05-18
40588,0140104409,LOB associates,2960631752.0,27296.4,2020-05-20,2020-05-27
5210,0200726979,BJ'S  corp,1930838312.0,250.09,2020-05-15,2020-05-26
9492,0200769623,WAL-MAR foundation,1930838190.0,5601.67,2020-05-15,2020-05-18
36547,0200769623,WAL-MAR corporation,1930833693.0,186.85,2020-05-15,2020-05-25
13042,0200762301,C&S WH co,1930830970.0,9063.44,2020-05-15,2020-05-15
35798,0200762301,C&S WH co,1930834146.0,40841.38,2020-05-15,2020-05-21
1541,0200881076,ALBERT corp,1930840837.0,102999.75,2020-05-15,2020-05-19
17283,140106408,WAL-M foundation,2960631518.0,13215.16,2020-05-11,2020-05-18
36589,0200466603,SMITH'S associates,1930840988.0,112546.67,2020-05-15,2020-05-19
21988,200727272,BROOKS foundation,1930843358.0,53861.17,2020-05-15,2020-05-21
25830,0200762950,HAR llc,1930833944.0,110431.36,2020-05-15,2020-05-19
26756,0200714710,SYSCO  corporation,1930842313.0,2653.72,2020-05-15,2020-05-18
49272,0200418007,AM corp,1930829531.0,17740.8,2020-05-15,2020-05-21
39150,0200793830,M co,1930842286.0,94060.07,2020-05-15,2020-05-19
18343,0140105847,GORDON F llc,2960631169.0,22761.7,2020-05-11,2020-05-18
23661,0200230690,DECA llc,1930839164.0,7918.98,2020-04-11,2020-04-13
